3.041678161621093750e+02 3.040306396484375000e+02 3.038902587890625000e+02 3.037466125488281250e+02 3.035996093750000000e+02 3.034490356445312500e+02 3.032948303222656250e+02 3.031368408203125000e+02 3.029749755859375000e+02 3.028090209960937500e+02 3.026388854980468750e+02 3.024643859863281250e+02 3.022853393554687500e+02 3.021016235351562500e+02 3.019129638671875000e+02 3.017192993164062500e+02 3.015202331542968750e+02 3.013157653808593750e+02 3.011054992675781250e+02 3.008893127441406250e+02 3.006668701171875000e+02 3.004379577636718750e+02 3.002022705078125000e+02 2.999595947265625000e+02 2.997094726562500000e+02 2.994516601562500000e+02 2.991858520507812500e+02 2.989115295410156250e+02 2.986284484863281250e+02 2.983360900878906250e+02 2.980340881347656250e+02 2.977219543457031250e+02 2.973991394042968750e+02 2.970651245117187500e+02 2.967193603515625000e+02 2.963612365722656250e+02 2.959901428222656250e+02 2.956053466796875000e+02 2.952061157226562500e+02 2.947916259765625000e+02 2.943612060546875000e+02 2.939137268066406250e+02 2.934483947753906250e+02 2.929640808105468750e+02 2.924597167968750000e+02 2.919341430664062500e+02 2.913860168457031250e+02 2.908140258789062500e+02 2.902166137695312500e+02 2.895922851562500000e+02 2.889393005371093750e+02 2.882557678222656250e+02 2.875398254394531250e+02 2.867892456054687500e+02 2.860017395019531250e+02 2.851749267578125000e+02 2.843060302734375000e+02 2.833922119140625000e+02 2.824305419921875000e+02 2.814175415039062500e+02 2.803498229980468750e+02 2.792235412597656250e+02 2.780347900390625000e+02 2.767792053222656250e+02 2.754524230957031250e+02 2.740496826171875000e+02 2.725661926269531250e+02 2.709968261718750000e+02 2.693365478515625000e+02 2.675802307128906250e+02
3.048169860839843750e+02 3.046868896484375000e+02 3.045538330078125000e+02 3.044176025390625000e+02 3.042781372070312500e+02 3.041353454589843750e+02 3.039890441894531250e+02 3.038392028808593750e+02 3.036856079101562500e+02 3.035281066894531250e+02 3.033666381835937500e+02 3.032009582519531250e+02 3.030310058593750000e+02 3.028565063476562500e+02 3.026773681640625000e+02 3.024933471679687500e+02 3.023042602539062500e+02 3.021099243164062500e+02 3.019100952148437500e+02 3.017045593261718750e+02 3.014931030273437500e+02 3.012754211425781250e+02 3.010512390136718750e+02 3.008202514648437500e+02 3.005822143554687500e+02 3.003367919921875000e+02 3.000836486816406250e+02 2.998223876953125000e+02 2.995526733398437500e+02 2.992740173339843750e+02 2.989860839843750000e+02 2.986883544921875000e+02 2.983803405761718750e+02 2.980615539550781250e+02 2.977313842773437500e+02 2.973893127441406250e+02 2.970346374511718750e+02 2.966667175292968750e+02 2.962847900390625000e+02 2.958881225585937500e+02 2.954759216308593750e+02 2.950471496582031250e+02 2.946009521484375000e+02 2.941362915039062500e+02 2.936520996093750000e+02 2.931470642089843750e+02 2.926200561523437500e+02 2.920695800781250000e+02 2.914942016601562500e+02 2.908922424316406250e+02 2.902620849609375000e+02 2.896018066406250000e+02 2.889093627929687500e+02 2.881825256347656250e+02 2.874190368652343750e+02 2.866162414550781250e+02 2.857713623046875000e+02 2.848815002441406250e+02 2.839433593750000000e+02 2.829534301757812500e+02 2.819079589843750000e+02 2.808029174804687500e+02 2.796339416503906250e+02 2.783964233398437500e+02 2.770853576660156250e+02 2.756954956054687500e+02 2.742213745117187500e+02 2.726571044921875000e+02 2.709968261718750000e+02 2.692344665527343750e+02
3.054690551757812500e+02 3.053462219238281250e+02 3.052204895019531250e+02 3.050918273925781250e+02 3.049600830078125000e+02 3.048251342773437500e+02 3.046869201660156250e+02 3.045452880859375000e+02 3.044000549316406250e+02 3.042512207031250000e+02 3.040985107421875000e+02 3.039418640136718750e+02 3.037811279296875000e+02 3.036160888671875000e+02 3.034466247558593750e+02 3.032724914550781250e+02 3.030935668945312500e+02 3.029095764160156250e+02 3.027204284667968750e+02 3.025258178710937500e+02 3.023255310058593750e+02 3.021193237304687500e+02 3.019069213867187500e+02 3.016880493164062500e+02 3.014624023437500000e+02 3.012296447753906250e+02 3.009895935058593750e+02 3.007417297363281250e+02 3.004857482910156250e+02 3.002212524414062500e+02 2.999478454589843750e+02 2.996650695800781250e+02 2.993723754882812500e+02 2.990693359375000000e+02 2.987554016113281250e+02 2.984299621582031250e+02 2.980924072265625000e+02 2.977420654296875000e+02 2.973782653808593750e+02 2.970002136230468750e+02 2.966070556640625000e+02 2.961979675292968750e+02 2.957720031738281250e+02 2.953280639648437500e+02 2.948651733398437500e+02 2.943820495605468750e+02 2.938775024414062500e+02 2.933500366210937500e+02 2.927982482910156250e+02 2.922205200195312500e+02 2.916150207519531250e+02 2.909799194335937500e+02 2.903131713867187500e+02 2.896125183105468750e+02 2.888755493164062500e+02 2.880995788574218750e+02 2.872817687988281250e+02 2.864189758300781250e+02 2.855079040527343750e+02 2.845447998046875000e+02 2.835256347656250000e+02 2.824461669921875000e+02 2.813016662597656250e+02 2.800870971679687500e+02 2.787970275878906250e+02 2.774255676269531250e+02 2.759665832519531250e+02 2.744134521484375000e+02 2.727592163085937500e+02 2.709968261718750000e+02
3.061239013671875000e+02 3.060083618164062500e+02 3.058901672363281250e+02 3.057691040039062500e+02 3.056451416015625000e+02 3.055182189941406250e+02 3.053881530761718750e+02 3.052548828125000000e+02 3.051182250976562500e+02 3.049781494140625000e+02 3.048343505859375000e+02 3.046868896484375000e+02 3.045355224609375000e+02 3.043800964355468750e+02 3.042204589843750000e+02 3.040564575195312500e+02 3.038878479003906250e+02 3.037144775390625000e+02 3.035362548828125000e+02 3.033527526855468750e+02 3.031639099121093750e+02 3.029693908691406250e+02 3.027690429687500000e+02 3.025625610351562500e+02 3.023496093750000000e+02 3.021299743652343750e+02 3.019032287597656250e+02 3.016691894531250000e+02 3.014273681640625000e+02 3.011773986816406250e+02 3.009189758300781250e+02 3.006515197753906250e+02 3.003747253417968750e+02 3.000880126953125000e+02 2.997908630371093750e+02 2.994826660156250000e+02 2.991629028320312500e+02 2.988309020996093750e+02 2.984859619140625000e+02 2.981273193359375000e+02 2.977541503906250000e+02 2.973656616210937500e+02 2.969609069824218750e+02 2.965388793945312500e+02 2.960984802246093750e+02 2.956385192871093750e+02 2.951577758789062500e+02 2.946548461914062500e+02 2.941282348632812500e+02 2.935764160156250000e+02 2.929975585937500000e+02 2.923897705078125000e+02 2.917509155273437500e+02 2.910787963867187500e+02 2.903709716796875000e+02 2.896246948242187500e+02 2.888370666503906250e+02 2.880047607421875000e+02 2.871244201660156250e+02 2.861920471191406250e+02 2.852035827636718750e+02 2.841543884277343750e+02 2.830394287109375000e+02 2.818532714843750000e+02 2.805899658203125000e+02 2.792431640625000000e+02 2.778058776855468750e+02 2.762707214355468750e+02 2.746297912597656250e+02 2.728747253417968750e+02
3.067813720703125000e+02 3.066732482910156250e+02 3.065625915527343750e+02 3.064493103027343750e+02 3.063332519531250000e+02 3.062144470214843750e+02 3.060926513671875000e+02 3.059678344726562500e+02 3.058398437500000000e+02 3.057086181640625000e+02 3.055739746093750000e+02 3.054358520507812500e+02 3.052940063476562500e+02 3.051483459472656250e+02 3.049987182617187500e+02 3.048450012207031250e+02 3.046869201660156250e+02 3.045243530273437500e+02 3.043571166992187500e+02 3.041850585937500000e+02 3.040078735351562500e+02 3.038253784179687500e+02 3.036373291015625000e+02 3.034434814453125000e+02 3.032435302734375000e+02 3.030372314453125000e+02 3.028242797851562500e+02 3.026043701171875000e+02 3.023770751953125000e+02 3.021420898437500000e+02 3.018990783691406250e+02 3.016475219726562500e+02 3.013870544433593750e+02 3.011171264648437500e+02 3.008372802734375000e+02 3.005469970703125000e+02 3.002456665039062500e+02 2.999326477050781250e+02 2.996072998046875000e+02 2.992688598632812500e+02 2.989166259765625000e+02 2.985496520996093750e+02 2.981671142578125000e+02 2.977679748535156250e+02 2.973512268066406250e+02 2.969157104492187500e+02 2.964601745605468750e+02 2.959832763671875000e+02 2.954835205078125000e+02 2.949593505859375000e+02 2.944089660644531250e+02 2.938304748535156250e+02 2.932218627929687500e+02 2.925808410644531250e+02 2.919048461914062500e+02 2.911911621093750000e+02 2.904368896484375000e+02 2.896386413574218750e+02 2.887928466796875000e+02 2.878955078125000000e+02 2.869422302246093750e+02 2.859282531738281250e+02 2.848482666015625000e+02 2.836964111328125000e+02 2.824663696289062500e+02 2.811510925292968750e+02 2.797430114746093750e+02 2.782337646484375000e+02 2.766144104003906250e+02 2.748753662109375000e+02
3.074412841796875000e+02 3.073406982421875000e+02 3.072376708984375000e+02 3.071322021484375000e+02 3.070242004394531250e+02 3.069135742187500000e+02 3.068001708984375000e+02 3.066839599609375000e+02 3.065647888183593750e+02 3.064425354003906250e+02 3.063171386718750000e+02 3.061883850097656250e+02 3.060562744140625000e+02 3.059205322265625000e+02 3.057810974121093750e+02 3.056378173828125000e+02 3.054904479980468750e+02 3.053388977050781250e+02 3.051829833984375000e+02 3.050224609375000000e+02 3.048571777343750000e+02 3.046869201660156250e+02 3.045114440917968750e+02 3.043304748535156250e+02 3.041438293457031250e+02 3.039511718750000000e+02 3.037523193359375000e+02 3.035468139648437500e+02 3.033344726562500000e+02 3.031148681640625000e+02 3.028876342773437500e+02 3.026523742675781250e+02 3.024087219238281250e+02 3.021561279296875000e+02 3.018941955566406250e+02 3.016223754882812500e+02 3.013400878906250000e+02 3.010467529296875000e+02 3.007417297363281250e+02 3.004242858886718750e+02 3.000937194824218750e+02 2.997492065429687500e+02 2.993898620605468750e+02 2.990147705078125000e+02 2.986228027343750000e+02 2.982129516601562500e+02 2.977839660644531250e+02 2.973345336914062500e+02 2.968631896972656250e+02 2.963684387207031250e+02 2.958484191894531250e+02 2.953013916015625000e+02 2.947252197265625000e+02 2.941176757812500000e+02 2.934762573242187500e+02 2.927982177734375000e+02 2.920805969238281250e+02 2.913199768066406250e+02 2.905126953125000000e+02 2.896547241210937500e+02 2.887415161132812500e+02 2.877680664062500000e+02 2.867288513183593750e+02 2.856176757812500000e+02 2.844278564453125000e+02 2.831517639160156250e+02 2.817811279296875000e+02 2.803067932128906250e+02 2.787186584472656250e+02 2.770058288574218750e+02
3.081034851074218750e+02 3.080104675292968750e+02 3.079152221679687500e+02 3.078176879882812500e+02 3.077177734375000000e+02 3.076154174804687500e+02 3.075105895996093750e+02 3.074029846191406250e+02 3.072927551269531250e+02 3.071796264648437500e+02 3.070635681152343750e+02 3.069444580078125000e+02 3.068221435546875000e+02 3.066964416503906250e+02 3.065673828125000000e+02 3.064346313476562500e+02 3.062981872558593750e+02 3.061578063964843750e+02 3.060133361816406250e+02 3.058646240234375000e+02 3.057114562988281250e+02 3.055536499023437500e+02 3.053909912109375000e+02 3.052232055664062500e+02 3.050501098632812500e+02 3.048714294433593750e+02 3.046868896484375000e+02 3.044962463378906250e+02 3.042991333007812500e+02 3.040952758789062500e+02 3.038842468261718750e+02 3.036656799316406250e+02 3.034393005371093750e+02 3.032045288085937500e+02 3.029609985351562500e+02 3.027081909179687500e+02 3.024455871582031250e+02 3.021725158691406250e+02 3.018885498046875000e+02 3.015928344726562500e+02 3.012847900390625000e+02 3.009635925292968750e+02 3.006283874511718750e+02 3.002782592773437500e+02 2.999122619628906250e+02 2.995292968750000000e+02 2.991282043457031250e+02 2.987076416015625000e+02 2.982662963867187500e+02 2.978026123046875000e+02 2.973149414062500000e+02 2.968013916015625000e+02 2.962599182128906250e+02 2.956883850097656250e+02 2.950843200683593750e+02 2.944449157714843750e+02 2.937672424316406250e+02 2.930479125976562500e+02 2.922832641601562500e+02 2.914691162109375000e+02 2.906009216308593750e+02 2.896735534667968750e+02 2.886812744140625000e+02 2.876175842285156250e+02 2.864754638671875000e+02 2.852468566894531250e+02 2.839228515625000000e+02 2.824934082031250000e+02 2.809474792480468750e+02 2.792727355957031250e+02
3.087678527832031250e+02 3.086824645996093750e+02 3.085950317382812500e+02 3.085054931640625000e+02 3.084137878417968750e+02 3.083198852539062500e+02 3.082235717773437500e+02 3.081248474121093750e+02 3.080235595703125000e+02 3.079196777343750000e+02 3.078130798339843750e+02 3.077036743164062500e+02 3.075912780761718750e+02 3.074758605957031250e+02 3.073572082519531250e+02 3.072352294921875000e+02 3.071098022460937500e+02 3.069807739257812500e+02 3.068479919433593750e+02 3.067112426757812500e+02 3.065704040527343750e+02 3.064252319335937500e+02 3.062755737304687500e+02 3.061212463378906250e+02 3.059619750976562500e+02 3.057974853515625000e+02 3.056276245117187500e+02 3.054520874023437500e+02 3.052705383300781250e+02 3.050827331542968750e+02 3.048883056640625000e+02 3.046868896484375000e+02 3.044781799316406250e+02 3.042617187500000000e+02 3.040370788574218750e+02 3.038038024902343750e+02 3.035614013671875000e+02 3.033093261718750000e+02 3.030469970703125000e+02 3.027737731933593750e+02 3.024890136718750000e+02 3.021919555664062500e+02 3.018818054199218750e+02 3.015577087402343750e+02 3.012186889648437500e+02 3.008637390136718750e+02 3.004918212890625000e+02 3.001015625000000000e+02 2.996917419433593750e+02 2.992608642578125000e+02 2.988072509765625000e+02 2.983292236328125000e+02 2.978247070312500000e+02 2.972916259765625000e+02 2.967275695800781250e+02 2.961297912597656250e+02 2.954954223632812500e+02 2.948211059570312500e+02 2.941031494140625000e+02 2.933375244140625000e+02 2.925194396972656250e+02 2.916438293457031250e+02 2.907048034667968750e+02 2.896958312988281250e+02 2.886094360351562500e+02 2.874372253417968750e+02 2.861697692871093750e+02 2.847963256835937500e+02 2.833048706054687500e+02 2.816817626953125000e+02
3.094341735839843750e+02 3.093564758300781250e+02 3.092769470214843750e+02 3.091955261230468750e+02 3.091121215820312500e+02 3.090266418457031250e+02 3.089389953613281250e+02 3.088491516113281250e+02 3.087569885253906250e+02 3.086624755859375000e+02 3.085654296875000000e+02 3.084658203125000000e+02 3.083635253906250000e+02 3.082584228515625000e+02 3.081503906250000000e+02 3.080393371582031250e+02 3.079250793457031250e+02 3.078075256347656250e+02 3.076865539550781250e+02 3.075619812011718750e+02 3.074336547851562500e+02 3.073013610839843750e+02 3.071649169921875000e+02 3.070242004394531250e+02 3.068789672851562500e+02 3.067290039062500000e+02 3.065740661621093750e+02 3.064139099121093750e+02 3.062482299804687500e+02 3.060768127441406250e+02 3.058993530273437500e+02 3.057154541015625000e+02 3.055247802734375000e+02 3.053270568847656250e+02 3.051217651367187500e+02 3.049085693359375000e+02 3.046868896484375000e+02 3.044563598632812500e+02 3.042163085937500000e+02 3.039662170410156250e+02 3.037054748535156250e+02 3.034333801269531250e+02 3.031491394042968750e+02 3.028519592285156250e+02 3.025409851074218750e+02 3.022152099609375000e+02 3.018736572265625000e+02 3.015150451660156250e+02 3.011382446289062500e+02 3.007416992187500000e+02 3.003240356445312500e+02 2.998834228515625000e+02 2.994180603027343750e+02 2.989258117675781250e+02 2.984044189453125000e+02 2.978512268066406250e+02 2.972635192871093750e+02 2.966378479003906250e+02 2.959707641601562500e+02 2.952581481933593750e+02 2.944953918457031250e+02 2.936773681640625000e+02 2.927982177734375000e+02 2.918512878417968750e+02 2.908289794921875000e+02 2.897226257324218750e+02 2.885223999023437500e+02 2.872170410156250000e+02 2.857936096191406250e+02 2.842373657226562500e+02
3.101022338867187500e+02 3.100323486328125000e+02 3.099608154296875000e+02 3.098875122070312500e+02 3.098124389648437500e+02 3.097355041503906250e+02 3.096566162109375000e+02 3.095758056640625000e+02 3.094928283691406250e+02 3.094077148437500000e+02 3.093203735351562500e+02 3.092306518554687500e+02 3.091385498046875000e+02 3.090438842773437500e+02 3.089465942382812500e+02 3.088465576171875000e+02 3.087436523437500000e+02 3.086377868652343750e+02 3.085287475585937500e+02 3.084164733886718750e+02 3.083008117675781250e+02 3.081815185546875000e+02 3.080585632324218750e+02 3.079317016601562500e+02 3.078007202148437500e+02 3.076654663085937500e+02 3.075256958007812500e+02 3.073811950683593750e+02 3.072317199707031250e+02 3.070770263671875000e+02 3.069167785644531250e+02 3.067507324218750000e+02 3.065785522460937500e+02 3.063999328613281250e+02 3.062144775390625000e+02 3.060216979980468750e+02 3.058213500976562500e+02 3.056128234863281250e+02 3.053956604003906250e+02 3.051694030761718750e+02 3.049333190917968750e+02 3.046868896484375000e+02 3.044294128417968750e+02 3.041600646972656250e+02 3.038780517578125000e+02 3.035825500488281250e+02 3.032724914550781250e+02 3.029468383789062500e+02 3.026043701171875000e+02 3.022437744140625000e+02 3.018636474609375000e+02 3.014623718261718750e+02 3.010382080078125000e+02 3.005891418457031250e+02 3.001129760742187500e+02 2.996072998046875000e+02 2.990693359375000000e+02 2.984959716796875000e+02 2.978837890625000000e+02 2.972287902832031250e+02 2.965265197753906250e+02 2.957719421386718750e+02 2.949593200683593750e+02 2.940819702148437500e+02 2.931323547363281250e+02 2.921016845703125000e+02 2.909799499511718750e+02 2.897554931640625000e+02 2.884147949218750000e+02 2.869422607421875000e+02
